Samples	Result	ImpGenos	Experimental
NA19138	NN	0/0	0/0
NA19139	NN	0/0	0/0
NA19140	NN	0/0	0/0
NA19141	II	1/1	1/1
NA19142	NN	0/0	0/1
NA19143	NN	0/0	0/0
NA19144	II	1/1	0/1
NA19145	NI	0/1	0/1
NA19146	NI	0/1	0/1
NA19150	NI	0/1	0/1
NA19152	II	1/1	1/1
NA19153	NI	0/1	0/1
NA19154	NI	0/1	0/1
NA19159	II	1/1	1/1
NA19160	NN	0/0	0/0
NA19161	NI	0/1	0/1
NA19171	NI	0/1	0/1
NA19172	NI	0/1	0/1
NA19173	NI	0/1	0/1
NA19189	NN	0/0	0/0
NA19200	NN	0/0	0/1
NA19201	NI	0/1	1/1
NA19202	NI	0/1	1/1
NA19203	NN	0/0	0/0
NA19204	NI	0/1	0/1
NA19205	NI	0/1	0/1
NA19206	NN	0/0	0/0
NA19207	NN	0/0	0/0
NA19208	NN	0/0	0/0
NA19209	NI	0/1	1/1
NA19210	NI	0/1	0/1
NA19211	II	1/1	1/1
NA19213	NN	0/0	1/1
NA19221	NI	0/1	1/1
NA19222	NN	0/0	0/1
NA19223	II	1/1	1/1
NA19238	NN	0/0	0/0
NA19239	NI	0/1	0/1
NA19240	NN	0/0	0/0
NA19307	NI	0/1	0/1
NA19308	NI	0/1	0/1
NA19309	NN	0/0	0/0
NA19310	NN	0/0	0/0
NA19314	NN	0/0	0/1
NA19315	NN	0/0	0/0
NA19316	II	1/1	0/1
NA19317	NN	0/0	0/1
NA19318	NI	0/1	0/1
NA19319	NI	0/1	0/1
NA19321	NI	0/1	0/1
NA19324	NI	0/1	0/1
NA19327	NI	0/1	0/1
NA19328	NI	0/1	0/1
NA19332	NN	0/0	0/1
NA19334	NN	0/0	0/1
NA19346	NN	0/0	1/1
NA19347	NN	0/0	0/0
NA19350	NN	0/0	0/1
NA19360	NN	0/0	0/1
NA19372	NN	0/0	0/1
NA19374	NI	0/1	1/1
NA19375	NI	0/1	0/1
NA19376	NI	0/1	1/1
NA19377	NN	0/0	0/0
NA19379	NN	0/0	0/1
NA19380	NI	0/1	0/0
NA19383	NI	0/1	0/1
NA19384	NI	0/1	0/1
NA19385	NI	0/1	0/1
NA19390	NN	0/0	0/0
NA19391	NN	0/0	0/1
NA19393	II	1/1	1/1
NA19394	NI	0/1	1/1
NA19397	NN	0/0	0/1
NA19399	NN	0/0	0/0
NA19403	NI	0/1	0/1
NA19404	NN	0/0	0/0
NA19428	NN	0/0	1/1
NA19429	II	1/1	1/1
NA19430	NI	0/1	0/0
NA19431	NN	0/0	0/0
NA19434	NN	0/0	0/0
NA19435	NN	0/0	0/0
NA19436	NI	0/1	0/1
NA19437	NN	0/0	0/1
NA19438	II	1/1	0/1
NA19439	NN	0/0	0/0
NA19440	NI	0/1	0/1
NA19443	NN	0/0	0/0
NA19445	NI	0/1	0/1
NA19446	NI	0/1	0/1
NA19448	NI	0/1	0/1
NA19449	NN	0/0	0/0
NA19451	NN	0/0	0/1
NA19452	NI	0/1	0/1
NA19455	NN	0/0	0/0
NA19456	NI	0/1	0/1
NA19457	NN	0/0	0/0
NA19462	NN	0/0	0/1
NA19463	NN	0/0	0/1
NA19466	NN	0/0	0/1
NA19467	NN	0/0	0/0
NA19468	NN	0/0	0/0
NA19471	NN	0/0	0/0
NA19472	NI	0/1	0/1
NA19473	NN	0/0	0/0
NA19474	II	1/1	1/1
NA06985	II	1/1	1/1
NA06991	NI	0/1	0/1
NA06993	NN	0/0	0/1
NA06994	II	1/1	1/1
NA07000	II	1/1	1/1
NA07019	NN	0/0	0/1
NA07022	NI	0/1	0/1
NA07029	II	1/1	1/1
NA07034	NN	0/0	0/0
NA07048	II	1/1	0/1
NA07055	II	1/1	1/1
NA07056	NN	0/0	0/1
NA07345	II	1/1	1/1
NA07348	II	1/1	1/1
NA07357	II	1/1	1/1
NA10830	NN	0/0	1/1
NA10831	NN	0/0	0/1
NA10835	II	1/1	1/1
NA10838	NI	0/1	0/1
NA10839	NI	0/1	0/1
NA10846	NN	0/0	1/1
NA10847	II	1/1	1/1
NA10851	II	1/1	1/1
NA10854	II	1/1	1/1
NA10855	II	1/1	1/1
NA10856	II	1/1	1/1
NA10857	II	1/1	0/1
NA10859	II	1/1	1/1
NA10860	NN	0/0	0/0
NA10861	NI	0/1	0/1
NA10863	II	1/1	1/1
NA11829	NI	0/1	1/1
NA11830	II	1/1	1/1
NA11831	II	1/1	1/1
NA11832	II	1/1	1/1
NA11839	NI	0/1	0/1
NA11840	II	1/1	1/1
NA11881	II	1/1	1/1
NA11882	II	1/1	1/1
NA11992	II	1/1	0/1
NA11993	NN	0/0	0/1
NA11994	II	1/1	1/1
NA11995	NN	0/0	0/1
NA12003	NN	0/0	0/0
NA12004	NI	0/1	0/1
NA12005	NI	0/1	0/1
NA12006	II	1/1	1/1
NA12043	II	1/1	0/1
NA12044	NN	0/0	0/1
NA12056	II	1/1	1/1
NA12057	NI	0/1	0/1
NA12144	NN	0/0	0/1
NA12145	II	1/1	1/1
NA12146	II	1/1	1/1
NA12154	NN	0/0	1/1
NA12155	II	1/1	1/1
NA12156	NN	0/0	0/0
NA12234	NI	0/1	0/1
NA12236	NN	0/0	1/1
NA12239	NI	0/1	0/1
NA12248	II	1/1	1/1
NA12249	NI	0/1	0/1
NA12264	II	1/1	1/1
NA12707	II	1/1	1/1
NA12716	II	1/1	1/1
NA12717	II	1/1	1/1
NA12740	NN	0/0	0/0
NA12750	NI	0/1	0/1
NA12751	NI	0/1	0/1
NA12752	II	1/1	1/1
NA12753	NN	0/0	1/1
NA12760	II	1/1	1/1
NA12761	II	1/1	1/1
NA12762	NI	0/1	1/1
NA12763	NN	0/0	1/1
NA12801	II	1/1	1/1
NA12802	NN	0/0	1/1
NA12812	II	1/1	1/1
NA12813	II	1/1	1/1
NA12814	II	1/1	1/1
NA12815	NN	0/0	0/1
NA12864	II	1/1	1/1
NA12865	NI	0/1	0/1
NA12872	II	1/1	1/1
NA12873	II	1/1	1/1
NA12874	NI	0/1	0/1
NA12875	II	1/1	1/1
NA12878	II	1/1	1/1
NA12891	II	1/1	1/1
NA12892	II	1/1	1/1
NA20502	II	1/1	1/1
NA20504	NN	0/0	1/1
NA20505	II	1/1	1/1
NA20506	NI	0/1	0/1
NA20508	II	1/1	1/1
NA20509	II	1/1	1/1
NA20510	II	1/1	1/1
NA20512	II	1/1	1/1
NA20515	NN	0/0	0/0
NA20516	NN	0/0	0/1
NA20517	II	1/1	0/1
NA20518	NI	0/1	0/1
NA20519	II	1/1	0/1
NA20520	II	1/1	1/1
NA20521	II	1/1	1/1
NA20522	NN	0/0	0/1
NA20524	II	1/1	1/1
NA20525	II	1/1	0/1
NA20527	NN	0/0	0/1
NA20528	NN	0/0	0/1
NA20529	II	1/1	1/1
NA20530	II	1/1	1/1
NA20531	NN	0/0	0/1
NA20534	II	1/1	1/1
NA20535	NN	0/0	0/1
NA20538	NN	0/0	0/0
NA20539	II	1/1	1/1
NA20540	II	1/1	1/1
NA20541	NN	0/0	0/0
NA20542	II	1/1	1/1
NA20543	NI	0/1	0/1
NA20544	NI	0/1	0/1
NA20581	II	1/1	1/1
NA20582	II	1/1	1/1
NA20585	II	1/1	1/1
NA20586	II	1/1	1/1
NA20588	II	1/1	0/1
NA20589	NN	0/0	0/1
NA20752	II	1/1	1/1
NA20753	NI	0/1	0/1
NA20754	II	1/1	1/1
NA20755	II	1/1	1/1
NA20756	II	1/1	1/1
NA20757	II	1/1	1/1
NA20758	II	1/1	1/1
NA20759	II	1/1	1/1
NA20760	II	1/1	1/1
NA20761	II	1/1	1/1
NA20765	II	1/1	1/1
NA20766	NN	0/0	0/1
NA20768	II	1/1	1/1
NA20769	NN	0/0	0/1
NA20770	NN	0/0	0/1
NA20771	NI	0/1	0/1
NA20772	NN	0/0	0/1
NA20773	NN	0/0	0/0
NA20774	NI	0/1	0/1
NA20775	II	1/1	1/1
NA20778	II	1/1	1/1
NA20783	II	1/1	1/1
NA20785	II	1/1	1/1
NA20786	II	1/1	0/1
NA20790	II	1/1	1/1
NA20792	II	1/1	1/1
NA20795	NN	0/0	0/1
NA20796	II	1/1	1/1
NA20797	II	1/1	1/1
NA20798	II	1/1	1/1
NA20799	II	1/1	1/1
NA20800	NN	0/0	0/1
NA20801	II	1/1	1/1
NA20802	II	1/1	1/1
NA20803	II	1/1	1/1
NA20804	II	1/1	1/1
NA20805	II	1/1	1/1
NA20806	II	1/1	1/1
NA20807	II	1/1	1/1
NA20808	NN	0/0	0/1
NA20809	NN	0/0	0/0
NA20810	II	1/1	1/1
NA20811	NI	0/1	0/1
NA20812	II	1/1	1/1
NA20813	II	1/1	1/1
NA20815	II	1/1	1/1
NA20818	NI	0/1	0/1
NA20819	II	1/1	1/1
NA20826	NN	0/0	0/1
NA20828	NN	0/0	1/1
NA18526	II	1/1	1/1
NA18532	NN	0/0	0/0
NA18537	II	1/1	1/1
NA18542	II	1/1	1/1
NA18545	II	1/1	1/1
NA18547	II	1/1	1/1
NA18550	II	1/1	1/1
NA18552	II	1/1	1/1
NA18555	II	1/1	1/1
NA18558	II	1/1	1/1
NA18561	II	1/1	1/1
NA18562	II	1/1	1/1
NA18563	NI	0/1	1/1
NA18564	II	1/1	1/1
NA18566	II	1/1	1/1
NA18570	NI	0/1	0/0
NA18571	II	1/1	1/1
NA18572	II	1/1	0/1
NA18573	II	1/1	1/1
NA18577	NN	0/0	0/0
NA18579	II	1/1	1/1
NA18582	NN	0/0	0/1
NA18592	NI	0/1	0/1
NA18593	NI	0/1	0/1
NA18603	II	1/1	1/1
NA18605	II	1/1	1/1
NA18608	NI	0/1	0/1
NA18609	II	1/1	1/1
NA18611	II	1/1	1/1
NA18612	NI	0/1	0/1
NA18620	II	1/1	0/1
NA18621	II	1/1	1/1
NA18622	II	1/1	1/1
NA18623	II	1/1	1/1
NA18624	II	1/1	1/1
NA18632	II	1/1	1/1
NA18633	II	1/1	1/1
NA18635	II	1/1	1/1
NA18636	NI	0/1	1/1
NA18637	NI	0/1	0/1
NA18940	II	1/1	1/1
NA18942	NI	0/1	0/1
NA18943	II	1/1	1/1
NA18944	II	1/1	1/1
NA18945	NN	0/0	0/1
NA18947	II	1/1	1/1
NA18948	II	1/1	1/1
NA18949	II	1/1	1/1
NA18951	II	1/1	1/1
NA18952	II	1/1	1/1
NA18953	II	1/1	1/1
NA18956	II	1/1	0/1
NA18959	NI	0/1	0/1
NA18960	II	1/1	1/1
NA18961	II	1/1	1/1
NA18964	II	1/1	1/1
NA18965	NI	0/1	0/1
NA18966	II	1/1	1/1
NA18967	II	1/1	1/1
NA18968	II	1/1	1/1
NA18969	II	1/1	1/1
NA18970	II	1/1	1/1
NA18971	II	1/1	1/1
NA18972	II	1/1	1/1
NA18973	II	1/1	1/1
NA18974	II	1/1	1/1
NA18975	II	1/1	1/1
NA18976	NN	0/0	0/1
NA18978	II	1/1	1/1
NA18980	II	1/1	1/1
NA18981	II	1/1	1/1
NA18987	II	1/1	1/1
NA18990	II	1/1	1/1
NA18991	II	1/1	1/1
NA18992	II	1/1	1/1
NA18994	II	1/1	1/1
NA18995	II	1/1	1/1
NA18997	II	1/1	1/1
NA18998	NI	0/1	0/1
NA18999	II	1/1	1/1
NA19000	NN	0/0	0/0
NA19003	II	1/1	1/1
NA19005	II	1/1	0/1
NA19007	NI	0/1	0/1
NA19012	II	1/1	1/1
